Coral,Dredge,Direction,Transect,Site,Habitat,Species,WPD,PM.norm,PM,Mortality.norm,Mortality,Bleaching.norm,Bleaching,Disease.norm,Disease,PB.norm,PB,Buried.norm,Buried,Comments,Oct.13,Nov.13,Dec.13,Jan.14,Feb.14,Mar.14,Apr.14,May.14,Jun.14,Jul.14,Aug.14,Sep.14,Oct.14,Nov.14,Dec.14,Jan.15,Feb.15,Mar.15,Jun.15,Jul.15
HBS4-CR-2-7,channel,S,14,5,1,DSTO,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,Jul.15,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,DEAD
HBS4-CR-2-8,channel,S,14,5,1,DSTO,Susceptible,1,0,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS4-CR-3-1,channel,S,15,5,1,DSTO,Susceptible,0,1,0,1,1,0,1,0,1,0,0,1,,NORM,NORM,NORM,NORM,NORM,BUR,DEAD,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS4-CR-3-2,channel,S,15,5,1,DSTO,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,Jun.15,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS4-CR-3-3,channel,S,15,5,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS4-CR-3-4,channel,S,15,5,1,DSTO,Susceptible,1,0,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS
HBS4-CR-3-5,channel,S,15,5,1,DSTO,Susceptible,1,0,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS
HBS4-CR-3-6,channel,S,15,5,1,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,PB,NORM,NORM,NORM,NORM,BUR,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS4-CR-3-7,channel,S,15,5,1,DSTO,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS4-CR-3-8,channel,S,15,5,1,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R2S1-RR-1-1,channel,S,16,6,2,MCAV,Susceptible,0,1,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,PB,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-1-2,channel,S,16,6,2,MMEA,Susceptible,1,0,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM
R2S1-RR-1-3,channel,S,16,6,2,MCAV,Susceptible,1,0,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS
R2S1-RR-1-4,channel,S,16,6,2,DCLI,Susceptible,0,1,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM
R2S1-RR-1-5,channel,S,16,6,2,DSTO,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM
R2S1-RR-1-6,channel,S,16,6,2,PAST,Not Susceptible,1,0,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-1-7,channel,S,16,6,2,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-1-8,channel,S,16,6,2,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-1-9,channel,S,16,6,2,MMEA,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,DIS,NORM,NORM,DEAD,NORM,NORM
R2S1-RR-1-10,channel,S,16,6,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM
R2S1-RR-2-1,channel,S,17,6,2,DSTO,Susceptible,0,1,0,1,1,0,0,1,0,1,0,1,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,BUR,NORM,PM,NORM,NORM,DIS,DEAD,NORM,NORM,NORM,NORM,NORM
R2S1-RR-2-2,channel,S,17,6,2,PAST,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-2-3,channel,S,17,6,2,DSTO,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,Mar.15,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM
R2S1-RR-2-4,channel,S,17,6,2,PAST,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-2-5,channel,S,17,6,2,DSTO,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-2-6,channel,S,17,6,2,MMEA,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,PB,NORM,NORM,NORM,NORM,DIS,NORM,NORM,NORM,DEAD,NORM,NORM
R2S1-RR-2-7,channel,S,17,6,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-2-8,channel,S,17,6,2,SINT,Not Susceptible,0,1,1,0,0,1,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-2-9,channel,S,17,6,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-1,channel,S,18,6,2,EFAS,,1,0,1,0,1,0,1,0,0,1,1,0,MIS,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-2,channel,S,18,6,2,DSTO,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,DIS,DEAD,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-3,channel,S,18,6,2,SINT,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-4,channel,S,18,6,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-5,channel,S,18,6,2,PAST,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-6,channel,S,18,6,2,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-7,channel,S,18,6,2,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-8,channel,S,18,6,2,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM
R2S1-RR-3-9,channel,S,18,6,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-1-1,channel,S,19,7,1,SBOU,Susceptible,0,1,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM
HBS3-CP-1-2,channel,S,19,7,1,CNAT,,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,DEAD,NORM
HBS3-CP-1-3,channel,S,19,7,1,MMEA,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,DEAD,NORM,NORM
HBS3-CP-1-4,channel,S,19,7,1,MMEA,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,DEAD,NORM
HBS3-CP-1-5,channel,S,19,7,1,MMEA,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS3-CP-1-6,channel,S,19,7,1,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS3-CP-1-7,channel,S,19,7,1,SINT,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-1-8,channel,S,19,7,1,SINT,Not Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,,NORM,NORM,NORM,NORM,NORM,BUR,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-1-9,channel,S,19,7,1,DSTO,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM
HBS3-CP-2-1,channel,S,20,7,1,DSTO,Susceptible,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-2-2,channel,S,20,7,1,ODIF,,1,0,1,0,0,1,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE
HBS3-CP-2-3,channel,S,20,7,1,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,PM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS3-CP-2-4,channel,S,20,7,1,DSTO,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,PB,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,DEAD,NORM
HBS3-CP-2-5,channel,S,20,7,1,DSTO,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,,DIS,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS3-CP-2-6,channel,S,20,7,1,MMEA,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS3-CP-2-7,channel,S,20,7,1,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS3-CP-2-8,channel,S,20,7,1,SINT,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-2-9,channel,S,20,7,1,DSTO,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS3-CP-2-10,channel,S,20,7,1,SINT,Not Susceptible,0,1,1,0,0,1,1,0,0,1,1,0,MIS,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-3-1,channel,S,21,7,1,MMEA,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,DEAD,NORM
HBS3-CP-3-2,channel,S,21,7,1,SSID,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-3-3,channel,S,21,7,1,CNAT,,1,0,1,0,1,0,1,0,0,1,1,0,MIS,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-3-4,channel,S,21,7,1,MMEA,Susceptible,0,1,0,1,0,1,0,1,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,BLE,NORM,NORM,NORM,NORM,NORM,DIS,DEAD,NORM
HBS3-CP-3-5,channel,S,21,7,1,DSTO,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-3-6,channel,S,21,7,1,DSTO,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-3-7,channel,S,21,7,1,DSTO,Susceptible,0,1,0,1,1,0,0,1,0,1,1,0,Jul.15,NORM,NORM,PB,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,DEAD
HBS3-CP-3-8,channel,S,21,7,1,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,PB,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
HBS3-CP-3-9,channel,S,21,7,1,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,0,1,MIS,NORM,NORM,NORM,BUR,PB,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
HBS3-CP-3-10,channel,S,21,7,1,DSTO,Susceptible,0,1,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,PB,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R2SC1-RR-1-1,control,S,22,8,2,DCLI,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-1-2,control,S,22,8,2,DSTR,Susceptible,1,0,1,0,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM
R2SC1-RR-1-3,control,S,22,8,2,MMEA,Susceptible,1,0,0,1,0,1,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,BLE,NORM,DIS,DEAD,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-1-4,control,S,22,8,2,MCAV,Susceptible,1,0,1,0,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM
R2SC1-RR-1-5,control,S,22,8,2,SBOU,Susceptible,1,0,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,DEAD,NORM
R2SC1-RR-1-6,control,S,22,8,2,DSTO,Susceptible,1,0,0,1,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM
R2SC1-RR-1-7,control,S,22,8,2,OFAV,,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-1-8,control,S,22,8,2,ACER,,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-1-9,control,S,22,8,2,DSTR,Susceptible,1,0,0,1,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,DEAD,NORM
R2SC1-RR-1-10,control,S,22,8,2,DCLI,Susceptible,0,1,1,0,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM
R2SC1-RR-2-1,control,S,23,8,2,SBOU,Susceptible,0,1,1,0,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,DIS,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-2-2,control,S,23,8,2,MCAV,Susceptible,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-2-3,control,S,23,8,2,SBOU,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-2-4,control,S,23,8,2,DCLI,Susceptible,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-2-5,control,S,23,8,2,PAST,Not Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-2-6,control,S,23,8,2,MCAV,Susceptible,1,0,0,1,1,0,0,1,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,DIS,DEAD,NORM
R2SC1-RR-2-7,control,S,23,8,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-2-8,control,S,23,8,2,SSID,Not Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-2-9,control,S,23,8,2,SBOU,Susceptible,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-2-10,control,S,23,8,2,DCLI,Susceptible,0,1,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-3-1,control,S,24,8,2,SBOU,Susceptible,1,0,1,0,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM
R2SC1-RR-3-2,control,S,24,8,2,OFAV,,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-3-3,control,S,24,8,2,SSID,Not Susceptible,0,1,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-3-4,control,S,24,8,2,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-3-5,control,S,24,8,2,DSTO,Susceptible,1,0,0,1,1,0,0,1,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DIS,NORM,NORM,DEAD,NORM,NORM
R2SC1-RR-3-6,control,S,24,8,2,SBOU,Susceptible,1,0,1,0,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-3-7,control,S,24,8,2,MCAV,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-3-8,control,S,24,8,2,DSTR,Susceptible,1,0,0,1,1,0,1,0,1,0,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM
R2SC1-RR-3-9,control,S,24,8,2,SBOU,Susceptible,1,0,1,0,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM
R2SC1-RR-3-10,control,S,24,8,2,DSTO,Susceptible,1,0,0,1,1,0,1,0,0,1,1,0,,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,DEAD,NORM,NORM
HBN1-CR-1-1,channel,N,25,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM
HBN1-CR-1-2,channel,N,25,9,1,SIDSP,,1,0,1,0,1,0,1,0,0,1,0,1,,NORM,BUR,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM,PB,NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
